sample_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
TR88642190,21,52500,RENT,6.0,PERSONAL,B,2600,9.32,0.05,N,4,0
TR68854836,24,48900,MORTGAGE,7.0,DEBTCONSOLIDATION,C,11100,13.45,0.23,N,3,0
TR48071089,35,56900,MORTGAGE,8.0,EDUCATION,A,9700,8.01,0.17,N,9,0
TR36658080,26,105700,RENT,1.0,VENTURE,A,9400,8.65,0.09,N,6,0
TR71503870,27,47200,RENT,0.0,VENTURE,E,16000,16.16,0.34,Y,4,1
TR59753873,29,145000,MORTGAGE,4.0,PERSONAL,B,21200,10.18,0.15,N,5,0
TR28063174,30,55900,MORTGAGE,0.0,EDUCATION,A,5700,6.89,0.1,N,9,0
TR83346533,40,49500,MORTGAGE,6.0,MEDICAL,C,6200,13.48,0.13,Y,10,0
TR47944887,29,57000,MORTGAGE,3.0,VENTURE,C,6200,13.62,0.11,N,9,0
TR67094567,22,32000,RENT,1.0,PERSONAL,C,6200,13.42,0.19,Y,4,0
TR99284574,45,45500,RENT,0.0,PERSONAL,D,11200,15.03,0.25,N,14,0
TR73316448,24,65500,MORTGAGE,6.0,PERSONAL,A,9600,5.38,0.15,N,2,0
TR51153046,23,104000,MORTGAGE,9.0,VENTURE,A,10100,7.31,0.1,N,4,1
TR22875623,23,69300,RENT,0.0,EDUCATION,B,10500,12.28,0.15,N,1,0
TR13186110,27,74100,MORTGAGE,7.0,HOMEIMPROVEMENT,C,17200,13.26,0.23,Y,9,0
TR87916415,28,30600,RENT,2.0,MEDICAL,C,3800,14.21,0.12,N,5,0
TR97354354,23,51300,RENT,4.0,EDUCATION,C,15500,13.5,0.3,N,3,0
TR31288681,38,50900,MORTGAGE,0.0,VENTURE,B,11300,9.23,0.22,N,11,0
TR58157372,27,94800,MORTGAGE,0.0,HOMEIMPROVEMENT,A,12200,7.9,0.13,N,9,0
TR91137299,23,60300,MORTGAGE,8.0,EDUCATION,B,4200,11.56,0.07,N,2,0
TR52293721,20,40600,RENT,3.0,VENTURE,D,3700,16.24,0.09,N,3,0
TR79866627,36,68400,RENT,2.0,VENTURE,A,15000,7.38,0.22,N,10,0
TR25534532,26,91800,RENT,4.0,DEBTCONSOLIDATION,A,14100,6.83,0.15,N,1,0
TR22887724,34,37000,RENT,1.0,EDUCATION,C,7700,12.82,0.21,Y,6,0
TR85260546,26,70400,OWN,2.0,VENTURE,A,26500,7.69,0.38,N,6,0
TR67584912,38,70800,MORTGAGE,11.0,VENTURE,A,5200,5.15,0.07,N,16,0
TR43346377,30,169600,MORTGAGE,0.0,MEDICAL,A,6200,6.15,0.04,N,8,0
TR78308835,31,42900,OWN,3.0,DEBTCONSOLIDATION,D,1800,15.02,0.04,Y,8,0
TR40753806,32,69000,MORTGAGE,5.0,PERSONAL,D,17500,16.19,0.25,Y,6,0
TR71914695,27,68300,MORTGAGE,4.0,PERSONAL,B,5900,11.87,0.09,N,8,0
TR35114045,24,99000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10400,11.23,0.11,N,1,0
TR48938930,31,109600,MORTGAGE,2.0,MEDICAL,B,4700,10.7,0.04,N,7,0
TR89609485,27,41200,RENT,10.0,PERSONAL,A,6300,8.76,0.15,N,6,0
TR20085369,27,64700,OWN,7.0,HOMEIMPROVEMENT,C,3000,14.24,0.05,N,10,0
TR19050512,42,71800,MORTGAGE,6.0,VENTURE,B,16200,11.15,0.23,N,16,0
TR31458366,22,58400,MORTGAGE,4.0,PERSONAL,A,10200,8.02,0.17,N,2,0
TR44740763,26,51400,RENT,11.0,EDUCATION,B,4100,10.85,0.08,N,8,0
TR62399808,25,108400,MORTGAGE,2.0,DEBTCONSOLIDATION,A,8400,6.79,0.08,N,3,0
TR10574037,25,41200,MORTGAGE,4.0,HOMEIMPROVEMENT,B,14100,9.98,0.34,N,2,0
TR73415175,32,54600,MORTGAGE,14.0,EDUCATION,B,14200,11.29,0.26,N,4,0
TR47697894,55,198500,MORTGAGE,11.0,PERSONAL,B,20300,8.84,0.1,N,18,0
TR72807490,23,86400,MORTGAGE,6.0,MEDICAL,A,15600,7.24,0.18,N,3,0
TR42232634,27,57400,MORTGAGE,4.0,MEDICAL,B,7800,11.23,0.14,N,9,0
TR57803844,29,101900,MORTGAGE,13.0,EDUCATION,A,9700,6.55,0.1,N,5,0
TR67970596,23,35100,OWN,7.0,PERSONAL,B,7700,12.04,0.22,N,2,0
TR62839732,28,71900,RENT,0.0,PERSONAL,A,5000,6.22,0.07,N,10,0
TR37390958,24,71000,RENT,0.0,EDUCATION,A,5300,7.93,0.07,N,5,0
TR34595804,21,63600,RENT,1.0,MEDICAL,D,28600,16.64,0.45,Y,5,1
TR58242555,35,39200,RENT,3.0,DEBTCONSOLIDATION,A,4800,8.09,0.12,N,7,0
TR69412143,23,40300,RENT,10.0,VENTURE,D,7400,16.86,0.18,N,1,0
TR49371846,24,28500,RENT,1.0,EDUCATION,A,2500,7.41,0.09,N,3,0
TR20898021,24,31400,RENT,0.0,MEDICAL,D,7600,15.16,0.24,N,4,1
TR48384062,24,43700,RENT,5.0,VENTURE,C,1400,13.66,0.03,Y,4,0
TR89477955,27,61500,MORTGAGE,12.0,HOMEIMPROVEMENT,B,15500,10.2,0.25,N,9,0
TR95939464,21,57400,MORTGAGE,7.0,EDUCATION,B,4600,11.36,0.08,N,4,0
TR28617338,27,106000,MORTGAGE,5.0,MEDICAL,D,25100,14.99,0.24,N,5,1
TR35331422,22,71300,MORTGAGE,3.0,EDUCATION,A,11500,7.27,0.16,N,3,0
TR33960601,27,42200,MORTGAGE,5.0,EDUCATION,B,9500,10.51,0.23,N,5,0
TR43805485,29,32200,RENT,8.0,MEDICAL,C,5200,14.17,0.16,N,6,0
TR90062378,19,29900,RENT,3.0,PERSONAL,B,5900,12.67,0.2,N,2,1
TR82272163,24,74600,MORTGAGE,7.0,PERSONAL,A,4100,5.86,0.05,N,4,0
TR20345447,31,29000,RENT,0.0,EDUCATION,B,12600,10.68,0.43,N,8,1
TR35116852,40,131600,MORTGAGE,11.0,MEDICAL,A,5900,8.33,0.04,N,15,0
TR67149301,33,64000,RENT,6.0,VENTURE,B,11400,11.18,0.18,N,7,0
TR86819015,37,146500,MORTGAGE,18.0,MEDICAL,C,24600,12.89,0.17,N,13,0
TR53411790,22,32500,RENT,0.0,EDUCATION,C,10500,14.16,0.32,Y,2,1
TR29503044,24,46000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,8400,6.56,0.18,N,2,0
TR62671790,31,145200,MORTGAGE,10.0,MEDICAL,B,12300,10.89,0.08,N,7,0
TR39193686,39,78900,MORTGAGE,0.0,MEDICAL,B,24600,10.64,0.31,N,12,0
TR86099215,23,288300,MORTGAGE,6.0,PERSONAL,C,9400,14.52,0.03,N,3,0
TR80336835,29,48200,OWN,11.0,HOMEIMPROVEMENT,C,17300,14.76,0.36,N,10,0
TR10221762,44,54500,RENT,2.0,VENTURE,A,1800,8.76,0.03,N,11,0
TR31760248,32,57900,MORTGAGE,7.0,MEDICAL,A,2900,7.93,0.05,N,5,0
TR69979891,20,46600,OWN,5.0,EDUCATION,A,1900,6.99,0.04,N,2,0
TR88874556,28,109700,MORTGAGE,0.0,PERSONAL,C,11400,14.32,0.1,N,6,0
TR72214202,29,128300,RENT,4.0,PERSONAL,B,11900,11.56,0.09,N,6,0
TR95980868,41,58900,RENT,4.0,EDUCATION,A,3800,6.19,0.06,N,12,0
TR63888993,31,98400,RENT,5.0,EDUCATION,C,3000,15.38,0.03,Y,9,0
TR99457155,30,32100,OWN,1.0,EDUCATION,B,10300,12.07,0.32,N,9,0
TR66795070,39,84800,MORTGAGE,15.0,PERSONAL,A,9400,7.49,0.11,N,12,0
TR57910925,28,18900,RENT,4.0,PERSONAL,A,1500,7.87,0.08,N,4,0
TR58378070,29,33500,RENT,10.0,MEDICAL,A,6800,7.54,0.2,N,7,0
TR92183115,22,78400,RENT,3.0,MEDICAL,C,7600,15.12,0.1,Y,2,0
TR52653711,31,58400,MORTGAGE,16.0,MEDICAL,A,7900,5.76,0.14,N,9,0
TR61162116,24,48100,RENT,8.0,VENTURE,C,5300,12.78,0.11,N,2,0
TR52279422,23,28900,RENT,0.0,MEDICAL,B,7700,12.91,0.27,N,3,0
TR53247860,22,24000,RENT,1.0,PERSONAL,A,3300,5.91,0.14,N,4,0
TR44604504,37,25100,RENT,4.0,MEDICAL,C,7500,13.64,0.3,Y,13,0
TR60363140,30,24900,RENT,15.0,PERSONAL,D,8200,14.72,0.33,N,9,1
TR48239634,28,74900,MORTGAGE,2.0,EDUCATION,A,14200,4.96,0.19,N,9,0
TR17118216,55,181300,MORTGAGE,7.0,PERSONAL,E,19600,19.93,0.11,N,19,0
TR85164586,39,48200,MORTGAGE,4.0,VENTURE,B,9500,10.84,0.2,N,11,0
TR89185082,25,62000,MORTGAGE,1.0,MEDICAL,A,3300,8.12,0.05,N,8,0
TR32708870,25,73100,MORTGAGE,3.0,VENTURE,B,6200,11.72,0.08,N,5,0
TR19356950,23,57800,RENT,5.0,MEDICAL,B,5000,10.76,0.09,N,5,1
TR77284594,40,53400,RENT,6.0,HOMEIMPROVEMENT,B,5900,12.59,0.11,N,13,0
TR93155065,28,75300,MORTGAGE,10.0,HOMEIMPROVEMENT,A,9600,6.16,0.13,N,2,0
TR23262773,25,134700,MORTGAGE,9.0,DEBTCONSOLIDATION,C,7100,13.46,0.05,N,5,0
TR31670155,24,62800,RENT,7.0,DEBTCONSOLIDATION,B,18900,10.7,0.3,N,3,1
TR39591085,38,64100,MORTGAGE,16.0,MEDICAL,A,6300,7.54,0.1,N,14,0
TR19043513,21,28400,MORTGAGE,6.0,EDUCATION,B,7500,11.06,0.26,N,4,0
TR37587728,28,69700,MORTGAGE,9.0,DEBTCONSOLIDATION,B,18100,10.71,0.26,N,2,0
TR86462010,20,52100,RENT,2.0,PERSONAL,A,6900,9.69,0.13,N,2,0
TR14262613,29,39100,RENT,1.0,HOMEIMPROVEMENT,B,7900,11.95,0.2,N,10,1
TR71674380,23,53900,RENT,2.0,PERSONAL,A,4800,6.51,0.09,N,3,0
TR23300532,29,36900,RENT,4.0,PERSONAL,B,2800,10.52,0.08,N,9,0
TR19640938,19,38200,RENT,1.0,EDUCATION,A,4800,8.2,0.13,N,3,0
TR77646078,38,84200,MORTGAGE,5.0,DEBTCONSOLIDATION,B,12000,10.97,0.14,N,16,0
TR65832965,34,34100,RENT,2.0,MEDICAL,C,900,14.12,0.03,Y,5,0
TR19468058,21,29400,RENT,1.0,VENTURE,B,6000,11.82,0.2,N,1,0
TR84988450,23,42400,RENT,3.0,EDUCATION,A,9400,9.35,0.22,N,2,0
TR60700121,27,32200,RENT,8.0,DEBTCONSOLIDATION,B,8400,11.19,0.26,N,5,1
TR58365819,26,56100,MORTGAGE,3.0,HOMEIMPROVEMENT,D,4800,14.75,0.09,Y,4,0
TR80179286,29,32000,RENT,1.0,EDUCATION,C,5100,12.87,0.16,Y,7,1
TR19764397,37,115400,RENT,6.0,VENTURE,D,5200,15.11,0.05,Y,8,0
TR51958072,31,99600,OWN,3.0,VENTURE,A,4300,7.52,0.04,N,10,0
TR47687273,34,43700,RENT,3.0,PERSONAL,C,4400,12.97,0.1,Y,12,0
TR40784811,29,37000,RENT,3.0,EDUCATION,A,12600,5.09,0.34,N,7,1
TR28589556,21,32400,RENT,2.0,EDUCATION,C,6100,12.57,0.19,N,3,0
TR16250584,23,61100,RENT,6.0,PERSONAL,D,15200,15.09,0.25,Y,1,1
TR90771098,23,25800,MORTGAGE,0.0,DEBTCONSOLIDATION,B,2900,11.5,0.11,N,2,0
TR98937199,30,28800,RENT,2.0,PERSONAL,D,6100,16.31,0.21,Y,8,1
TR48717377,33,131200,RENT,5.0,EDUCATION,B,24100,11.48,0.18,N,5,0
TR96907492,23,120800,MORTGAGE,5.0,EDUCATION,A,7300,8.11,0.06,N,3,0
TR22769797,22,46300,MORTGAGE,6.0,VENTURE,B,5300,12.48,0.11,N,3,0
TR55769067,26,134100,RENT,3.0,DEBTCONSOLIDATION,A,12100,6.47,0.09,N,7,0
TR10257581,59,52100,RENT,0.0,PERSONAL,C,10500,13.47,0.2,Y,29,0
TR72969955,22,22700,RENT,3.0,PERSONAL,D,10000,16.01,0.44,N,2,1
TR91194130,26,69400,RENT,4.0,EDUCATION,B,26100,10.66,0.38,N,8,1
TR82733763,23,58700,RENT,0.0,VENTURE,B,5100,10.16,0.09,N,2,0
TR26880586,22,52000,RENT,3.0,DEBTCONSOLIDATION,A,7000,8.36,0.13,N,5,0
TR39880899,31,105400,OWN,3.0,PERSONAL,C,3100,13.45,0.03,Y,7,0
TR64278202,27,69100,MORTGAGE,9.0,MEDICAL,C,6000,14.24,0.09,Y,4,1
TR51525687,31,29000,RENT,1.0,PERSONAL,B,3000,10.9,0.1,N,6,0
TR57222884,35,60800,RENT,5.0,VENTURE,A,6100,8.64,0.1,N,13,0
TR81897826,38,68900,RENT,13.0,MEDICAL,B,10000,11.42,0.15,N,17,0
TR35415658,32,30600,RENT,2.0,PERSONAL,A,7600,7.6,0.25,N,6,0
TR73310808,34,37900,RENT,3.0,PERSONAL,B,3000,10.57,0.08,N,9,0
TR95037509,25,96000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,20500,10.15,0.21,N,9,0
TR13137506,21,60100,RENT,4.0,VENTURE,A,9800,7.6,0.16,N,4,0
TR47443876,26,35600,RENT,5.0,MEDICAL,B,3000,12.11,0.08,N,3,0
TR48981610,22,46100,MORTGAGE,3.0,DEBTCONSOLIDATION,D,4800,14.95,0.1,N,4,1
TR80729884,22,47900,MORTGAGE,4.0,EDUCATION,A,10200,7.24,0.21,N,2,0
TR56435277,27,73700,RENT,9.0,HOMEIMPROVEMENT,B,11400,11.3,0.15,N,10,0
TR16695545,24,39100,RENT,0.0,MEDICAL,B,1900,11.11,0.05,N,2,0
TR67346641,36,45300,RENT,3.0,EDUCATION,B,6800,9.68,0.15,N,14,0
TR43109710,31,100700,RENT,5.0,DEBTCONSOLIDATION,B,12500,11.48,0.12,N,9,0
TR15134907,35,103700,RENT,0.0,VENTURE,B,12500,10.9,0.12,N,6,0
TR71103265,28,59400,RENT,1.0,PERSONAL,B,15400,10.49,0.26,N,6,0
TR56174091,20,40500,MORTGAGE,0.0,EDUCATION,E,5200,15.58,0.13,Y,5,1
TR39327333,26,89400,MORTGAGE,2.0,HOMEIMPROVEMENT,B,4800,9.93,0.05,N,3,0
TR66262730,21,22700,RENT,0.0,EDUCATION,A,2400,7.06,0.11,N,3,0
TR41898321,24,24800,OWN,5.0,EDUCATION,A,10300,7.94,0.42,N,5,0
TR81178867,26,98400,RENT,7.0,EDUCATION,B,23600,11.03,0.24,N,4,0
TR26521481,21,44900,RENT,0.0,EDUCATION,C,2900,13.87,0.06,Y,3,0
TR70126129,32,69300,RENT,9.0,HOMEIMPROVEMENT,B,14700,11.25,0.21,N,7,0
TR30398389,25,41500,RENT,3.0,EDUCATION,C,4700,13.05,0.11,Y,5,0
TR39040480,31,73000,RENT,1.0,HOMEIMPROVEMENT,C,9900,13.04,0.14,N,10,0
TR39568406,23,74800,MORTGAGE,8.0,PERSONAL,B,14900,11.3,0.2,N,4,0
TR69038518,24,56100,RENT,1.0,DEBTCONSOLIDATION,A,9200,7.19,0.16,N,4,0
TR53990548,34,77900,RENT,4.0,VENTURE,A,3900,6.43,0.05,N,12,0
TR37463795,36,84000,MORTGAGE,20.0,VENTURE,B,25900,10.7,0.31,N,14,0
TR78102855,22,47800,RENT,6.0,DEBTCONSOLIDATION,A,15000,7.67,0.31,N,3,1
TR37827462,42,108200,MORTGAGE,6.0,DEBTCONSOLIDATION,A,14200,6.88,0.13,N,15,0
TR92719345,30,42300,RENT,5.0,VENTURE,B,5500,9.47,0.13,N,7,0
TR18199753,25,31400,RENT,2.0,VENTURE,A,10500,6.49,0.33,N,1,1
TR26942439,22,29100,RENT,5.0,EDUCATION,D,10600,15.55,0.36,Y,2,1
TR33955454,31,121200,MORTGAGE,3.0,HOMEIMPROVEMENT,B,11500,11.65,0.09,N,8,0
TR94202652,29,56200,OWN,14.0,VENTURE,A,9700,6.28,0.17,N,6,0
TR66402177,32,43000,RENT,3.0,MEDICAL,E,6000,16.93,0.14,Y,6,1
TR15786853,24,58800,MORTGAGE,6.0,VENTURE,A,2500,8.82,0.04,N,3,0
TR48912733,26,30100,RENT,2.0,EDUCATION,B,11500,9.96,0.38,N,3,1
TR73049918,20,37200,RENT,5.0,MEDICAL,B,10100,11.39,0.27,N,5,1
TR76135307,27,84700,MORTGAGE,0.0,HOMEIMPROVEMENT,B,5300,12.09,0.06,N,5,0
TR39066824,26,71800,RENT,3.0,VENTURE,A,4000,7.75,0.06,N,9,0
TR30211507,22,70200,MORTGAGE,4.0,EDUCATION,B,14400,10.94,0.21,N,3,0
TR11468226,23,33000,RENT,0.0,HOMEIMPROVEMENT,B,7800,10.39,0.24,N,3,1
TR67384987,22,28400,RENT,0.0,HOMEIMPROVEMENT,A,10200,6.58,0.36,N,2,1
TR33989084,27,53400,RENT,10.0,PERSONAL,B,5800,10.03,0.11,N,1,0
TR97995975,23,42300,RENT,1.0,HOMEIMPROVEMENT,D,12100,15.26,0.29,Y,4,1
TR66909209,23,105600,MORTGAGE,10.0,VENTURE,A,8200,7.74,0.08,N,2,0
TR43543042,29,164600,RENT,11.0,VENTURE,B,5100,11.17,0.03,N,6,0
TR63973318,24,58800,MORTGAGE,0.0,VENTURE,A,8300,7.33,0.14,N,3,0
TR43507114,31,45700,RENT,1.0,MEDICAL,C,3100,12.28,0.07,Y,7,0
TR94902036,25,122100,MORTGAGE,4.0,PERSONAL,B,7200,11.82,0.06,N,3,0
TR12453075,34,47900,MORTGAGE,13.0,VENTURE,B,3100,10.95,0.06,N,8,0
TR66426247,29,143700,MORTGAGE,13.0,DEBTCONSOLIDATION,B,24900,11.52,0.17,N,8,0
TR73482366,28,64600,MORTGAGE,1.0,PERSONAL,B,24900,10.69,0.39,N,5,0
TR75452741,25,57000,RENT,1.0,MEDICAL,B,1600,10.49,0.03,N,1,0
TR42309868,23,36300,RENT,5.0,MEDICAL,B,4800,11.56,0.13,N,5,0
TR20553321,31,101700,MORTGAGE,5.0,HOMEIMPROVEMENT,A,15100,7.42,0.15,N,6,0
TR58476370,21,67100,RENT,6.0,DEBTCONSOLIDATION,C,22000,13.4,0.33,N,5,0
TR48600656,28,28700,OWN,0.0,VENTURE,C,14700,13.13,0.51,Y,6,0
TR33792068,34,58700,MORTGAGE,5.0,HOMEIMPROVEMENT,A,13500,7.47,0.23,N,17,0
TR49885122,45,88800,MORTGAGE,7.0,VENTURE,A,16300,6.04,0.18,N,12,0
TR60132537,38,47900,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4900,7.14,0.1,N,17,0
TR26160094,28,89300,RENT,6.0,HOMEIMPROVEMENT,C,15700,13.52,0.18,N,7,0
TR84112814,21,83900,RENT,5.0,VENTURE,B,11600,9.62,0.14,N,3,0
TR46005240,24,40700,MORTGAGE,8.0,EDUCATION,A,10600,7.42,0.26,N,2,0
TR29224678,26,68700,RENT,0.0,DEBTCONSOLIDATION,B,6600,11.11,0.1,N,2,0
TR72645667,39,38900,RENT,5.0,MEDICAL,B,2700,11.54,0.07,N,17,0
TR45139930,27,50300,RENT,6.0,VENTURE,A,7100,7.69,0.14,N,6,0
TR98527979,46,74400,RENT,1.0,MEDICAL,A,8300,7.13,0.11,N,13,0
TR73407585,26,44400,OWN,1.0,HOMEIMPROVEMENT,A,4000,7.01,0.09,N,6,0
TR49030058,28,46900,MORTGAGE,10.0,PERSONAL,C,3800,13.25,0.08,N,11,0
TR92411558,23,41900,RENT,2.0,EDUCATION,B,11800,12.44,0.28,N,4,0
TR53029693,39,75700,MORTGAGE,1.0,DEBTCONSOLIDATION,B,7900,10.05,0.1,N,12,0
TR72725529,26,65900,MORTGAGE,7.0,VENTURE,A,10000,7.1,0.15,N,8,0
TR62661018,30,75500,MORTGAGE,0.0,MEDICAL,B,9800,11.9,0.13,N,5,0
TR56156577,26,55900,MORTGAGE,10.0,VENTURE,A,3500,7.57,0.06,N,5,0
TR26619475,24,36700,MORTGAGE,3.0,MEDICAL,B,8000,11.0,0.22,N,4,0
TR54037350,20,28500,RENT,2.0,DEBTCONSOLIDATION,A,3200,6.84,0.11,N,4,0
TR40966420,37,104000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,6200,7.08,0.06,N,16,0
TR52680134,28,30900,MORTGAGE,5.0,VENTURE,C,12200,13.34,0.39,N,3,0
TR90922599,23,72000,RENT,6.0,VENTURE,A,20200,6.85,0.28,N,3,0
TR84460081,22,46600,RENT,6.0,DEBTCONSOLIDATION,B,7700,10.59,0.17,N,2,0
TR80329225,28,51900,MORTGAGE,2.0,MEDICAL,D,2900,15.43,0.06,N,3,1
TR56652057,31,83900,MORTGAGE,2.0,VENTURE,B,6600,10.7,0.08,N,9,0
TR75431674,27,53900,RENT,3.0,MEDICAL,B,2900,9.85,0.05,N,10,0
TR82301284,29,33700,RENT,11.0,MEDICAL,A,10100,7.51,0.3,N,10,0
TR70930978,23,59000,RENT,7.0,EDUCATION,A,18900,6.06,0.32,N,3,1
TR71783398,25,139200,MORTGAGE,6.0,DEBTCONSOLIDATION,B,11500,10.48,0.08,N,3,0
TR47559512,24,65800,MORTGAGE,0.0,PERSONAL,C,16000,12.77,0.24,N,3,0
TR86626176,23,84100,MORTGAGE,4.0,HOMEIMPROVEMENT,B,14300,11.09,0.17,N,5,0
TR36111063,28,46300,RENT,0.0,MEDICAL,A,3000,5.6,0.06,N,6,0
TR92865992,40,74400,RENT,7.0,MEDICAL,B,10200,12.42,0.14,N,16,0
TR20675709,25,59800,RENT,5.0,DEBTCONSOLIDATION,B,2900,11.16,0.05,N,2,0
TR54259442,21,39800,RENT,4.0,DEBTCONSOLIDATION,A,4000,7.79,0.1,N,2,0
TR87916523,28,44800,MORTGAGE,5.0,MEDICAL,C,8900,13.72,0.2,N,3,1
TR58033196,33,35900,MORTGAGE,15.0,MEDICAL,B,14500,10.53,0.4,N,8,0
TR80651358,28,99200,MORTGAGE,0.0,HOMEIMPROVEMENT,C,12600,13.35,0.13,N,3,0
TR24995076,26,48500,RENT,1.0,DEBTCONSOLIDATION,C,6300,11.43,0.13,Y,1,0
TR36398747,44,50700,RENT,6.0,MEDICAL,C,6700,13.86,0.13,N,17,0
TR14140673,22,30300,RENT,3.0,MEDICAL,B,7300,11.93,0.24,N,2,0
TR27698107,39,134700,OWN,4.0,VENTURE,C,25600,13.27,0.19,N,12,0
TR79096852,26,51800,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6700,7.11,0.13,N,4,0
TR61544756,27,79800,RENT,11.0,EDUCATION,B,2900,11.74,0.04,N,10,0
TR95422742,33,59100,RENT,1.0,DEBTCONSOLIDATION,D,4800,14.92,0.08,Y,6,1
TR46304581,29,106000,MORTGAGE,2.0,VENTURE,B,13500,10.58,0.13,N,5,0
TR79655455,31,61400,RENT,1.0,DEBTCONSOLIDATION,C,12600,13.7,0.21,Y,6,0
TR76986482,23,50800,RENT,1.0,MEDICAL,B,4900,9.9,0.1,N,1,0
TR83497479,21,58100,RENT,3.0,MEDICAL,F,19400,18.31,0.33,Y,1,1
TR59201181,39,27800,RENT,9.0,VENTURE,B,7100,10.06,0.26,N,16,0
TR92043985,22,77200,RENT,7.0,PERSONAL,B,23000,10.18,0.3,N,4,0
TR28730739,20,33000,OWN,6.0,VENTURE,B,4500,11.55,0.14,N,3,0
TR61732911,30,93100,RENT,3.0,MEDICAL,C,10000,14.42,0.11,Y,10,0
TR75801620,24,26300,MORTGAGE,6.0,EDUCATION,A,5800,8.07,0.22,N,2,0
TR91493141,24,27000,RENT,1.0,EDUCATION,A,4700,9.14,0.17,N,5,0
TR81390122,26,48000,OWN,9.0,EDUCATION,B,1000,10.21,0.02,N,3,0
TR21531058,23,78500,MORTGAGE,5.0,DEBTCONSOLIDATION,C,17200,12.55,0.22,Y,2,1
TR87731461,21,85000,RENT,0.0,HOMEIMPROVEMENT,C,10300,11.88,0.12,N,4,1
TR92587851,22,65700,RENT,0.0,EDUCATION,C,3500,13.78,0.05,Y,1,0
TR89358722,43,30300,RENT,24.0,MEDICAL,D,10400,15.64,0.34,N,11,1
TR48902730,39,117900,RENT,4.0,PERSONAL,A,12000,7.96,0.1,N,17,0
TR13639880,27,49900,RENT,12.0,DEBTCONSOLIDATION,A,11200,7.56,0.22,N,10,0
TR56122567,24,65500,MORTGAGE,5.0,PERSONAL,A,5300,9.75,0.08,N,3,0
TR68236273,29,89200,MORTGAGE,1.0,HOMEIMPROVEMENT,A,7500,7.78,0.08,N,9,0
TR47562255,19,24200,RENT,0.0,EDUCATION,A,2100,7.78,0.09,N,4,0
TR55711830,28,30800,RENT,6.0,EDUCATION,C,13700,13.86,0.44,Y,4,1
TR46740156,24,82100,MORTGAGE,2.0,VENTURE,B,14100,11.36,0.17,N,3,0
TR85968966,24,41300,RENT,0.0,MEDICAL,A,4700,7.62,0.11,N,3,0
TR98560866,24,44800,RENT,0.0,EDUCATION,A,8200,5.7,0.18,N,4,1
TR19976547,51,71800,MORTGAGE,1.0,EDUCATION,B,10200,11.74,0.14,N,18,0
TR39243864,23,85000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,16400,6.21,0.19,N,4,0
TR44760938,33,107700,RENT,1.0,HOMEIMPROVEMENT,C,20000,14.38,0.19,N,8,0
TR82986075,29,30000,RENT,1.0,HOMEIMPROVEMENT,A,13700,7.55,0.46,N,4,1
TR49534973,27,87100,RENT,5.0,HOMEIMPROVEMENT,A,10600,7.33,0.12,N,3,0
TR95564052,22,67500,RENT,1.0,DEBTCONSOLIDATION,C,16600,13.94,0.25,N,3,0
TR99558553,31,66000,MORTGAGE,15.0,EDUCATION,A,10600,8.47,0.16,N,9,0
TR88790681,23,127300,RENT,1.0,EDUCATION,A,12000,8.88,0.09,N,2,0
TR75931293,58,150700,OWN,7.0,PERSONAL,A,21600,7.17,0.14,N,18,0
TR99999613,37,68200,RENT,5.0,VENTURE,B,4600,10.11,0.07,N,13,0
TR36598669,22,34500,RENT,0.0,EDUCATION,C,3800,11.81,0.11,N,4,0
TR96993114,21,47400,RENT,0.0,EDUCATION,C,12400,13.23,0.26,Y,3,0
TR88437515,28,36600,RENT,4.0,VENTURE,C,5300,13.5,0.14,N,6,1
TR20942699,28,74800,MORTGAGE,1.0,HOMEIMPROVEMENT,A,7700,7.99,0.1,N,5,0
TR38199943,23,32200,RENT,0.0,EDUCATION,C,5600,13.54,0.17,N,2,0
TR31147768,24,42500,OWN,8.0,EDUCATION,B,10400,11.39,0.24,N,3,0
TR36736845,26,68300,RENT,8.0,MEDICAL,B,7500,9.7,0.11,N,1,0
TR44445395,20,47700,RENT,5.0,DEBTCONSOLIDATION,C,11600,13.92,0.24,N,1,0
TR72908922,25,45600,RENT,8.0,MEDICAL,A,5700,7.45,0.12,N,4,0
TR66671591,24,103300,RENT,8.0,PERSONAL,A,9800,9.38,0.09,N,4,0
TR72187940,28,72100,MORTGAGE,3.0,PERSONAL,A,5200,8.77,0.07,N,10,0
TR72021354,24,190000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,20200,7.62,0.11,N,3,0
TR83117424,28,74500,MORTGAGE,12.0,MEDICAL,A,10200,6.87,0.14,N,7,0
TR87126461,28,79600,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3700,5.88,0.05,N,2,0
TR59945251,30,64700,MORTGAGE,1.0,VENTURE,B,14800,11.05,0.23,N,6,0
